sample_id_int,sample_id,label,label_orig,group_id,title,description,text,split
90019,agnews_train_090019,0,1,0,Red Crescent barred from city,"Baghdad - US troops were preventing a Red Crescent convoy of emergency aid from reaching helpless residents inside Fallujah on Saturday after allowing it as far as the main hospital, a spokesperson said.","Red Crescent barred from city Baghdad - US troops were preventing a Red Crescent convoy of emergency aid from reaching helpless residents inside Fallujah on Saturday after allowing it as far as the main hospital, a spokesperson said.",train
68156,agnews_train_068156,2,3,2,Wedgwood bids for Royal Doulton,Waterford Wedgwood and Royal Doulton - two of the grandest but most troubled names in the ceramics world - revealed yesterday they were engaged in merger talks.,Wedgwood bids for Royal Doulton Waterford Wedgwood and Royal Doulton - two of the grandest but most troubled names in the ceramics world - revealed yesterday they were engaged in merger talks.,train
23935,agnews_train_023935,2,3,2,Tribune to Take \$60 Million Charge in Circulation Scandal,"Newspaper publisher Tribune, embroiled in a scandal over inflated circulation figures, today also further cut circulation numbers at two New York newspapers.","Tribune to Take \$60 Million Charge in Circulation Scandal Newspaper publisher Tribune, embroiled in a scandal over inflated circulation figures, today also further cut circulation numbers at two New York newspapers.",train
70611,agnews_train_070611,0,1,0,Sharon Wins 1st of 3 Votes on Settlement Plan,Prime Minister Ariel Sharon won a key victory today as his cabinet easily approved a plan to compensate Jewish settlers who would be uprooted from the Gaza Strip.,Sharon Wins 1st of 3 Votes on Settlement Plan Prime Minister Ariel Sharon won a key victory today as his cabinet easily approved a plan to compensate Jewish settlers who would be uprooted from the Gaza Strip.,train
111093,agnews_train_111093,0,1,0,FBI Searches Saudi Arabia's PR Firm," The FBI searched offices of a prominent public relations firm Tuesday, looking for information about its client Saudi Arabia, law enforcement sources said.","FBI Searches Saudi Arabia's PR Firm The FBI searched offices of a prominent public relations firm Tuesday, looking for information about its client Saudi Arabia, law enforcement sources said.",train
63453,agnews_train_063453,3,4,3,Digital Agenda: Homeland Security--Throwing money at technology (page 2),"Strategic conflicts, rampant confusion and election-year politics are slowing the war on terror. A News.com special report.","Digital Agenda: Homeland Security--Throwing money at technology (page 2) Strategic conflicts, rampant confusion and election-year politics are slowing the war on terror. A News.com special report.",train
78101,agnews_train_078101,1,2,1,Ashado in Winning Breeders #39; Cup Start,"Ashado, ridden by John Velazquez, won the \$2 million Distaff Race at Lone Star Park Saturday, the first event on the \$14 million eight-race Breeders #39; Cup card.","Ashado in Winning Breeders #39; Cup Start Ashado, ridden by John Velazquez, won the \$2 million Distaff Race at Lone Star Park Saturday, the first event on the \$14 million eight-race Breeders #39; Cup card.",train
34418,agnews_train_034418,0,1,0,Syrian Troops Start Redeploying Forces in Lebanon," BEIRUT (Reuters) - Syrian forces started redeploying from  the outskirts of Lebanon's capital Beirut toward the eastern  Syrian-Lebanese border on Tuesday, Lebanese officials said.","Syrian Troops Start Redeploying Forces in Lebanon BEIRUT (Reuters) - Syrian forces started redeploying from  the outskirts of Lebanon's capital Beirut toward the eastern  Syrian-Lebanese border on Tuesday, Lebanese officials said.",train
86221,agnews_train_086221,1,2,1,Ferguson sure that Fletcher will come good,Manchester United #39;s Scottish international midfielder Darren Fletcher is expected to make a rare appearance against Crystal Palace in the Carling Cup.,Ferguson sure that Fletcher will come good Manchester United #39;s Scottish international midfielder Darren Fletcher is expected to make a rare appearance against Crystal Palace in the Carling Cup.,train
21018,agnews_train_021018,1,2,1,Titans not worried about Ivan changing kickoff with Dolphins,The Tennessee Titans don #39;t plan to worry about Hurricane Ivan right now. They #39;re too busy preparing to play the Miami Dolphins in a season opener still scheduled for Sunday.,Titans not worried about Ivan changing kickoff with Dolphins The Tennessee Titans don #39;t plan to worry about Hurricane Ivan right now. They #39;re too busy preparing to play the Miami Dolphins in a season opener still scheduled for Sunday.,train
34063,agnews_train_034063,1,2,1,Tiger Fails to Clarify Cup Enigma at Oakland Hills," BLOOMFIELD HILLS, Mich. (Reuters) - Tiger Woods finished  the 35th Ryder Cup on a personal winning note in the last-day  singles, but the enigma of his relationship with the biennial  team competition remains.","Tiger Fails to Clarify Cup Enigma at Oakland Hills BLOOMFIELD HILLS, Mich. (Reuters) - Tiger Woods finished  the 35th Ryder Cup on a personal winning note in the last-day  singles, but the enigma of his relationship with the biennial  team competition remains.",train
26132,agnews_train_026132,1,2,1,Tennis: US Open champion Federer in Sampras record threat,"NEW YORK : Roger Federer, who has just won his first US Open, is in many people #39;s minds a threat to Pete Sampras #39; record of 14 Grand Slam titles.","Tennis: US Open champion Federer in Sampras record threat NEW YORK : Roger Federer, who has just won his first US Open, is in many people #39;s minds a threat to Pete Sampras #39; record of 14 Grand Slam titles.",train
25978,agnews_train_025978,1,2,1,San Diego Padres Team Report - September 13,"(Sports Network) - The inconsistent San Diego Padres will try for consecutive wins for the first time since August 28-29 tonight, when they begin a huge four-game set against the Los Angeles Dodgers at Dodger Stadium.","San Diego Padres Team Report - September 13 (Sports Network) - The inconsistent San Diego Padres will try for consecutive wins for the first time since August 28-29 tonight, when they begin a huge four-game set against the Los Angeles Dodgers at Dodger Stadium.",train
13186,agnews_train_013186,2,3,2,"To Be Picture-Perfect, a Choice of 3","Bruce Goodman is shopping for a new plasma television. He #39;s been doing that for a while -- about six months.  quot;It #39;s much more work than it ought to be, quot; he said of his research.","To Be Picture-Perfect, a Choice of 3 Bruce Goodman is shopping for a new plasma television. He #39;s been doing that for a while -- about six months.  quot;It #39;s much more work than it ought to be, quot; he said of his research.",train
6856,agnews_train_006856,2,3,2,Daiei slipping away,"The latest twist on the thrashings of dying retail giant Daiei developed last week when it emerged that Wal-Mart has been in talks with the IRCJ, the government #39;s turn-around fund, to possibly taking a position in Daiei.","Daiei slipping away The latest twist on the thrashings of dying retail giant Daiei developed last week when it emerged that Wal-Mart has been in talks with the IRCJ, the government #39;s turn-around fund, to possibly taking a position in Daiei.",train
69324,agnews_train_069324,1,2,1,Kite Maintains One-Stroke Lead at Schwab (AP),"AP - While Tom Kite did more with less raw talent than just about anybody during his PGA Tour days, Morris Hatalsky acknowledges he probably could have done more with his natural gifts.","Kite Maintains One-Stroke Lead at Schwab (AP) AP - While Tom Kite did more with less raw talent than just about anybody during his PGA Tour days, Morris Hatalsky acknowledges he probably could have done more with his natural gifts.",train
173,agnews_train_000173,3,4,3,Saudis: Bin Laden associate surrenders,"\\""(CNN) -- A longtime associate of al Qaeda leader Osama bin Laden surrendered to\Saudi Arabian officials Tuesday, a Saudi Interior Ministry official said.""\\""But it is unclear what role, if any, Khaled al-Harbi may have had in any terror\attacks because no public charges have been filed against him.""\\""The Saudi government -- in a statement released by its embassy in Washington --\called al-Harbi's surrender ""the latest direct result"" of its limited, one-month\offer of leniency to terror suspects.""\\This is great!  I hope this really starts to pay off.  Creative solutions to\terrorism that don't involve violence.  \\How refreshing! \\Are you paying attention Bush administration?\\","Saudis: Bin Laden associate surrenders \\""(CNN) -- A longtime associate of al Qaeda leader Osama bin Laden surrendered to\Saudi Arabian officials Tuesday, a Saudi Interior Ministry official said.""\\""But it is unclear what role, if any, Khaled al-Harbi may have had in any terror\attacks because no public charges have been filed against him.""\\""The Saudi government -- in a statement released by its embassy in Washington --\called al-Harbi's surrender ""the latest direct result"" of its limited, one-month\offer of leniency to terror suspects.""\\This is great!  I hope this really starts to pay off.  Creative solutions to\terrorism that don't involve violence.  \\How refreshing! \\Are you paying attention Bush administration?\\",train
111832,agnews_train_111832,2,3,2,UAL resumes service to Vietnam,United Airlines Thursday launched the first scheduled flight of a US airline to Vietnam in almost 30 years.  quot;Today #39;s launch of direct service to Vietnam marks an historic step in the relationship between the ,UAL resumes service to Vietnam United Airlines Thursday launched the first scheduled flight of a US airline to Vietnam in almost 30 years.  quot;Today #39;s launch of direct service to Vietnam marks an historic step in the relationship between the,train
9889,agnews_train_009889,1,2,1,Federer and Henin-Hardenne Get the Top Spots for U.S. Open,"Roger Federer will open against Albert Costa, and Justine Henin-Hardenne will play a qualifier when the tournament begins Monday.","Federer and Henin-Hardenne Get the Top Spots for U.S. Open Roger Federer will open against Albert Costa, and Justine Henin-Hardenne will play a qualifier when the tournament begins Monday.",train
106751,agnews_train_106751,3,4,3,Team Ninja Developing for PS3?,"In a recent interview with IGN Xbox, Team Ninja head Tomonobu Itagaki hinted that the renowned Japanese developer is planning at least one game for either the PS3 or Nintendo Revolution.","Team Ninja Developing for PS3? In a recent interview with IGN Xbox, Team Ninja head Tomonobu Itagaki hinted that the renowned Japanese developer is planning at least one game for either the PS3 or Nintendo Revolution.",train
28316,agnews_train_028316,3,4,3,HP Tapped for \$290 Million Defense Logistics Agency Contract,"PALO ALTO, Calif. --(Business Wire)-- Sept. 15, 2004 -- HP (NYSE:HPQ)(Nasdaq:HPQ) today announced that it has been awarded a 10-year contract worth \$290 million by the Defense Logistics Agency (DLA), an agency of the US Department of Defense.","HP Tapped for \$290 Million Defense Logistics Agency Contract PALO ALTO, Calif. --(Business Wire)-- Sept. 15, 2004 -- HP (NYSE:HPQ)(Nasdaq:HPQ) today announced that it has been awarded a 10-year contract worth \$290 million by the Defense Logistics Agency (DLA), an agency of the US Department of Defense.",train
4867,agnews_train_004867,1,2,1,British canoe pair lose out,ATHENS (Reuters) - Slovakian twins Peter and Pavol Hochschorner have paddled to a stunning victory in the men #39;s two man canoe to retain the title they won in Sydney. ,British canoe pair lose out ATHENS (Reuters) - Slovakian twins Peter and Pavol Hochschorner have paddled to a stunning victory in the men #39;s two man canoe to retain the title they won in Sydney.,train
98774,agnews_train_098774,3,4,3,Microsoft pact with Air Force could be model for DOD,"An enterprisewide software and services agreement the Air Force has signed with Microsoft promises to save the service more than \$100 million in direct costs and an undefined but significant amount through indirect costs, according to Air Force CIO John ","Microsoft pact with Air Force could be model for DOD An enterprisewide software and services agreement the Air Force has signed with Microsoft promises to save the service more than \$100 million in direct costs and an undefined but significant amount through indirect costs, according to Air Force CIO John",train
43918,agnews_train_043918,2,3,2,FDA Eases Rules on Drug Manufacturing (Reuters),"Reuters - Drug makers will not need regulatory\approval for every change in their manufacturing processes\under new guidelines designed to prevent supply disruptions,\U.S. health officials said on Wednesday.","FDA Eases Rules on Drug Manufacturing (Reuters) Reuters - Drug makers will not need regulatory\approval for every change in their manufacturing processes\under new guidelines designed to prevent supply disruptions,\U.S. health officials said on Wednesday.",train
117534,agnews_train_117534,0,1,0,"Blood tests show Ukrainian candidate has 6,000 times more dioxin &lt;b&gt;...&lt;/b&gt;","New tests show that the blood of Viktor Yushchenko, a Ukrainian presidential candidate, contains the second-highest level of dioxin poisoning ever recorded in a human - more than 6,000 times the normal concentration, according to the expert analyzing the ","Blood tests show Ukrainian candidate has 6,000 times more dioxin &lt;b&gt;...&lt;/b&gt; New tests show that the blood of Viktor Yushchenko, a Ukrainian presidential candidate, contains the second-highest level of dioxin poisoning ever recorded in a human - more than 6,000 times the normal concentration, according to the expert analyzing the",train
17055,agnews_train_017055,0,1,0,Malaysia court overturns Anwar sodomy ruling,"years in jail, overturning his conviction for sodomy in a shock ruling expected to win support for the new prime minister. freedom to urge the country #39;s recently installed prime minister to drive harder on reform.","Malaysia court overturns Anwar sodomy ruling years in jail, overturning his conviction for sodomy in a shock ruling expected to win support for the new prime minister. freedom to urge the country #39;s recently installed prime minister to drive harder on reform.",train
26208,agnews_train_026208,2,3,2,Update 15: US Airways Gets Permission for Gov #39;t Loan,A bankruptcy judge gave US Airways Group Inc. permission Monday to tap a government loan to fund daily operations - a move expected to allow the airline to continue normal operations while it searchs for alternative financing.,Update 15: US Airways Gets Permission for Gov #39;t Loan A bankruptcy judge gave US Airways Group Inc. permission Monday to tap a government loan to fund daily operations - a move expected to allow the airline to continue normal operations while it searchs for alternative financing.,train
85111,agnews_train_085111,1,2,1,"Strahan, Pennington, Leftwich sidelined by injuries","EAST RUTHERFORD, NJ -- All-Pro Michael Strahan will miss the rest of the season with a torn muscle in his chest, leaving the New York Giants without both starting defensive ends.","Strahan, Pennington, Leftwich sidelined by injuries EAST RUTHERFORD, NJ -- All-Pro Michael Strahan will miss the rest of the season with a torn muscle in his chest, leaving the New York Giants without both starting defensive ends.",train
82028,agnews_train_082028,2,3,2,Merck could suffer from Vioxx lawsuits,"NEW YORK -- Already wounded by the withdrawal of its Vioxx pain reliever from the market, Merck  amp; Co. must now contend with hundreds of lawsuits over the drug's side effects -- lawsuits that threaten to further damage the company's finances and reputation.","Merck could suffer from Vioxx lawsuits NEW YORK -- Already wounded by the withdrawal of its Vioxx pain reliever from the market, Merck  amp; Co. must now contend with hundreds of lawsuits over the drug's side effects -- lawsuits that threaten to further damage the company's finances and reputation.",train
7010,agnews_train_007010,3,4,3,"Novell posts 3rd-quarter profit, revenue rises","Novell Thursday posted a quarterly profit as revenue rose, but the company warned that spending on information technology by companies remained weak.","Novell posts 3rd-quarter profit, revenue rises Novell Thursday posted a quarterly profit as revenue rose, but the company warned that spending on information technology by companies remained weak.",train
94611,agnews_train_094611,0,1,0,A determined dig in Vietnam for the missing,"NGHE AN PROVINCE, VIETNAM -- ''They tell me to dig a hole, quot; said Derek Benedix, ''and I dig a hole. quot;","A determined dig in Vietnam for the missing NGHE AN PROVINCE, VIETNAM -- ''They tell me to dig a hole, quot; said Derek Benedix, ''and I dig a hole. quot;",train
100060,agnews_train_100060,1,2,1,This week's picks,"Westford over Acton-Boxboro -- This week at the Discovery Museum, check out the exhibit,  quot;Overcoming spectrophobia. quot;","This week's picks Westford over Acton-Boxboro -- This week at the Discovery Museum, check out the exhibit,  quot;Overcoming spectrophobia. quot;",train
30456,agnews_train_030456,0,1,0,Some Weapons at Russia School Were Stolen,"MOSCOW Sept. 16, 2004 - Some of the weapons used by militants in the deadly Russian school siege were pilfered from police posts in armed raids allegedly led by one of Chechnya #39;s most notorious warlords, Russia #39;s ","Some Weapons at Russia School Were Stolen MOSCOW Sept. 16, 2004 - Some of the weapons used by militants in the deadly Russian school siege were pilfered from police posts in armed raids allegedly led by one of Chechnya #39;s most notorious warlords, Russia #39;s",train
111428,agnews_train_111428,3,4,3,Oracle Tackles Unstructured Data With New Content-Management &lt;b&gt;...&lt;/b&gt;,"Oracle revealed Wednesday an ambitious content-management system to help its customers branch out into managing unstructured data, such as E-mail, Microsoft Word and Excel spreadsheet documents ","Oracle Tackles Unstructured Data With New Content-Management &lt;b&gt;...&lt;/b&gt; Oracle revealed Wednesday an ambitious content-management system to help its customers branch out into managing unstructured data, such as E-mail, Microsoft Word and Excel spreadsheet documents",train
113450,agnews_train_113450,3,4,3,Satellite Radio That's Well Received,"With its somewhat bulky contours and shiny silver case, Delphi's MyFi portable satellite radio evokes an old transistor radio.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;","Satellite Radio That's Well Received With its somewhat bulky contours and shiny silver case, Delphi's MyFi portable satellite radio evokes an old transistor radio.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;",train
3905,agnews_train_003905,2,3,2,Dollar Struggles to Stay Off Lows, LONDON (Reuters) - The dollar traded near this week's  four-week lows against the euro and yen on Thursday ahead of  U.S. jobless claims and a key business survey that dealers  expect to provide further clues about the interest rate  outlook.,Dollar Struggles to Stay Off Lows LONDON (Reuters) - The dollar traded near this week's  four-week lows against the euro and yen on Thursday ahead of  U.S. jobless claims and a key business survey that dealers  expect to provide further clues about the interest rate  outlook.,train
82707,agnews_train_082707,2,3,2,Verizon to buy NextWave #39;s licences for \$3bn,NEW YORK: Verizon Wireless said on Thursday it had signed an agreement with NextWave Telecom to purchase all of its airwave licences for \$3bn.,Verizon to buy NextWave #39;s licences for \$3bn NEW YORK: Verizon Wireless said on Thursday it had signed an agreement with NextWave Telecom to purchase all of its airwave licences for \$3bn.,train
87305,agnews_train_087305,0,1,0,Burundi: President Ndayizeye Sacks His Deputy,Burundian President Domitien Ndayizeye dismissed Vice-President Alphonse Marie Kadege on Wednesday for failing in his main mission of assisting the head of state.,Burundi: President Ndayizeye Sacks His Deputy Burundian President Domitien Ndayizeye dismissed Vice-President Alphonse Marie Kadege on Wednesday for failing in his main mission of assisting the head of state.,train
52511,agnews_train_052511,1,2,1,Hawking is a teen role model,"Author and academic Professor Stephen Hawking is more of a role model to teenage boys than England football captain David Beckham, says a Good Housekeeping magazine survey.","Hawking is a teen role model Author and academic Professor Stephen Hawking is more of a role model to teenage boys than England football captain David Beckham, says a Good Housekeeping magazine survey.",train
6830,agnews_train_006830,1,2,1,Sorry Hamm Flops on Apparatus,"Paul Hamm had hoped to continue the American gymnastics carnival at the Olympics Games on Sunday. Instead, as well as facing a battle to hold onto the individual gold that ","Sorry Hamm Flops on Apparatus Paul Hamm had hoped to continue the American gymnastics carnival at the Olympics Games on Sunday. Instead, as well as facing a battle to hold onto the individual gold that",train
101446,agnews_train_101446,1,2,1,Pirates Near Shedding Kendall's Contract (AP),"AP - Jason Kendall has been one of baseball's steadiest offensive players since his rookie season in 1996, a player who rarely takes an at-bat or a day off. His uniform is always the dirtiest in the clubhouse after a game.","Pirates Near Shedding Kendall's Contract (AP) AP - Jason Kendall has been one of baseball's steadiest offensive players since his rookie season in 1996, a player who rarely takes an at-bat or a day off. His uniform is always the dirtiest in the clubhouse after a game.",train
23432,agnews_train_023432,0,1,0,Lawmakers Troubled by 'Ghost Detainees',"WASHINGTON - Congress may keep up the focus on the prison abuse scandal following the disclosure that the military has concealed as many as 100 ""ghost detainees"" from the Red Cross.    The presence of prisoners held by the CIA outside of the military's usual system of registration and care was an important finding of an Army investigation completed last month...","Lawmakers Troubled by 'Ghost Detainees' WASHINGTON - Congress may keep up the focus on the prison abuse scandal following the disclosure that the military has concealed as many as 100 ""ghost detainees"" from the Red Cross.    The presence of prisoners held by the CIA outside of the military's usual system of registration and care was an important finding of an Army investigation completed last month...",train
31411,agnews_train_031411,1,2,1,"Riley proves he belongs, preventing US morning shutout in Ryder &lt;b&gt;...&lt;/b&gt;","Chris Riley is the least-qualified US Ryder Cup member. Following one of America #39;s worst days in golf #39;s most important team competition, there was no question he belonged.","Riley proves he belongs, preventing US morning shutout in Ryder &lt;b&gt;...&lt;/b&gt; Chris Riley is the least-qualified US Ryder Cup member. Following one of America #39;s worst days in golf #39;s most important team competition, there was no question he belonged.",train
14561,agnews_train_014561,2,3,2,Yukos faces tax payment deadline,Beleaguered Russian oil giant Yukos on Monday faces a court-imposed deadline to pay a multi-billion dollar tax bill.,Yukos faces tax payment deadline Beleaguered Russian oil giant Yukos on Monday faces a court-imposed deadline to pay a multi-billion dollar tax bill.,train
60771,agnews_train_060771,0,1,0,Injured Schilling to Miss ALCS Game 5 Turn,"BOSTON - Boston ace Curt Schilling will not start Game 5 of the AL championship series Sunday because of an injured right ankle, though it's possible he could return later in the series.    Derek Lowe will start in his place - unless the schedule is pushed back by rain that is forecast for Game 3 on Friday night...","Injured Schilling to Miss ALCS Game 5 Turn BOSTON - Boston ace Curt Schilling will not start Game 5 of the AL championship series Sunday because of an injured right ankle, though it's possible he could return later in the series.    Derek Lowe will start in his place - unless the schedule is pushed back by rain that is forecast for Game 3 on Friday night...",train
9946,agnews_train_009946,3,4,3,Tiny telescope detects a giant planet,"A tiny telescope has spotted a giant planet circling a faraway star, using a technique that could open a new phase of planetary discovery, scientists said.","Tiny telescope detects a giant planet A tiny telescope has spotted a giant planet circling a faraway star, using a technique that could open a new phase of planetary discovery, scientists said.",train
76989,agnews_train_076989,2,3,2,Pilots at Delta take 33pc cut in pay,"The airline #39;s chief executive Gerald Grinstein describes the pact as a  quot;crucial step quot; in securing its future. However, he warned that bankruptcy was still a possibility.","Pilots at Delta take 33pc cut in pay The airline #39;s chief executive Gerald Grinstein describes the pact as a  quot;crucial step quot; in securing its future. However, he warned that bankruptcy was still a possibility.",train
90213,agnews_train_090213,0,1,0,Fourth blast in 24 hours hits southern Thailand,"BANGKOK (AFP) - A 60-year-old Buddhist man has been killed and seven people injured in a blast at a market in southern Thailand, the fourth in less than 24 hours in the violence-wracked Muslim-majority area, police said.","Fourth blast in 24 hours hits southern Thailand BANGKOK (AFP) - A 60-year-old Buddhist man has been killed and seven people injured in a blast at a market in southern Thailand, the fourth in less than 24 hours in the violence-wracked Muslim-majority area, police said.",train
37921,agnews_train_037921,3,4,3,"Square Enix, Gamemakers Count on Sony, Nintendo to Boost Sales","Square Enix, the world #39;s biggest maker of role-playing computer games, and rivals including Koei Co. are counting on the new consoles from Japan #39;s Sony Corp.","Square Enix, Gamemakers Count on Sony, Nintendo to Boost Sales Square Enix, the world #39;s biggest maker of role-playing computer games, and rivals including Koei Co. are counting on the new consoles from Japan #39;s Sony Corp.",train
90831,agnews_train_090831,1,2,1,Spartans dispatch N. Michigan with 28-0 run,"Drew Naymick and Drew Neitzel didn #39;t score a point Sunday, but Michigan State #39;s players, coaches and fans appreciated their work in a 42-point win.","Spartans dispatch N. Michigan with 28-0 run Drew Naymick and Drew Neitzel didn #39;t score a point Sunday, but Michigan State #39;s players, coaches and fans appreciated their work in a 42-point win.",train
5084,agnews_train_005084,2,3,2,Dell's Secret Earnings Engine,The company gets its highest profit margins from a conspicuously old economy business.,Dell's Secret Earnings Engine The company gets its highest profit margins from a conspicuously old economy business.,train
31325,agnews_train_031325,0,1,0,Melvyn Bragg: Political misadventures of a peer and polymath,It was to plug one of his many books that Melvyn Bragg was in the ITV building this week when he encountered an old chum who asked him to go on air to do a political interview while he was there.,Melvyn Bragg: Political misadventures of a peer and polymath It was to plug one of his many books that Melvyn Bragg was in the ITV building this week when he encountered an old chum who asked him to go on air to do a political interview while he was there.,train
42534,agnews_train_042534,0,1,0,Blair pledges to  #39;end digital divide #39; if re-elected,Prime Minister Tony Blair has committed a future Labour government to providing broadband access for all during a next term of office.,Blair pledges to  #39;end digital divide #39; if re-elected Prime Minister Tony Blair has committed a future Labour government to providing broadband access for all during a next term of office.,train
101916,agnews_train_101916,3,4,3,Terapixel digital images approach,Digital images that are billions of pixels in size are now becoming commonplace.,Terapixel digital images approach Digital images that are billions of pixels in size are now becoming commonplace.,train
12336,agnews_train_012336,3,4,3,"Microsoft sets 2006 release for ""Longhorn"" operating system (AFP)","AFP - Microsoft said it plans to broadly release the long-awaited update to its flagship Windows operating system, dubbed ""Longhorn,"" in 2006.","Microsoft sets 2006 release for ""Longhorn"" operating system (AFP) AFP - Microsoft said it plans to broadly release the long-awaited update to its flagship Windows operating system, dubbed ""Longhorn,"" in 2006.",train
107271,agnews_train_107271,3,4,3,Microsoft Now Offers Blogging Tools,"A new free new tool lets people easily set up personal journals, often called blogs, on the World Wide Web. MSN Spaces, which debuts in test form Thursday, is aimed at home users who want to share things such ","Microsoft Now Offers Blogging Tools A new free new tool lets people easily set up personal journals, often called blogs, on the World Wide Web. MSN Spaces, which debuts in test form Thursday, is aimed at home users who want to share things such",train
18359,agnews_train_018359,3,4,3,L.A. Development Unearths Indian Cemetery (AP),AP - It was inevitable that crews building a massive housing development near west Los Angeles wetlands would unearth American Indian remains.,L.A. Development Unearths Indian Cemetery (AP) AP - It was inevitable that crews building a massive housing development near west Los Angeles wetlands would unearth American Indian remains.,train
12403,agnews_train_012403,1,2,1,Radcliffe drops out again,"GREAT Britain #39;s Paula Radcliffe #39;s dropped out of the Olympic Games women #39;s 10,000m with eight laps still to go this morning having made a late decision to compete.","Radcliffe drops out again GREAT Britain #39;s Paula Radcliffe #39;s dropped out of the Olympic Games women #39;s 10,000m with eight laps still to go this morning having made a late decision to compete.",train
8096,agnews_train_008096,0,1,0,Anti-Gay Marriage Amendment Off Ballot (AP),AP - A proposed constitutional amendment to ban gay marriage in Michigan failed Monday to win certification that would put the issue before voters in November.,Anti-Gay Marriage Amendment Off Ballot (AP) AP - A proposed constitutional amendment to ban gay marriage in Michigan failed Monday to win certification that would put the issue before voters in November.,train
67224,agnews_train_067224,0,1,0,Pilot dies after US chopper crashes in Afghanistan (AFP),"AFP - The pilot of a US military Black Hawk helicopter died when the aircraft crashed near Afghanistan's western city of Herat, a United Nations spokesman said.","Pilot dies after US chopper crashes in Afghanistan (AFP) AFP - The pilot of a US military Black Hawk helicopter died when the aircraft crashed near Afghanistan's western city of Herat, a United Nations spokesman said.",train
47641,agnews_train_047641,3,4,3,Mount St. Helens -- A Volcanic 'Ring of Fire',"The earthquakes that started a week ago at Mount St. Helens -- precursors to Friday's eruption -- are a reminder that the 8,364-foot sleeping giant is but a part of a volcanic ""ring of fire"" so vast that it encircles the Pacific Ocean.","Mount St. Helens -- A Volcanic 'Ring of Fire' The earthquakes that started a week ago at Mount St. Helens -- precursors to Friday's eruption -- are a reminder that the 8,364-foot sleeping giant is but a part of a volcanic ""ring of fire"" so vast that it encircles the Pacific Ocean.",train
3607,agnews_train_003607,2,3,2,"United, American agree to  #39;de-peak #39; O #39;Hare","Bowing to pressure from the US Department of Transportation, airlines that serve Chicago have agreed to cut the number of flights they send to O #39;Hare International Airport. The two most affected airlines are the only two that fly nonstop between O #39;Hare ...","United, American agree to  #39;de-peak #39; O #39;Hare Bowing to pressure from the US Department of Transportation, airlines that serve Chicago have agreed to cut the number of flights they send to O #39;Hare International Airport. The two most affected airlines are the only two that fly nonstop between O #39;Hare ...",train
7985,agnews_train_007985,3,4,3,Google Launches Beta Version of its own GMail Notifier,"Google Launches Beta Version of its own GMail Notifier\\So, there are already a thousand applications out there which notify you of a new email on your GMail account... but may be like me you too avoided all of them for fear of them getting redundant with time. Google thought so ...","Google Launches Beta Version of its own GMail Notifier Google Launches Beta Version of its own GMail Notifier\\So, there are already a thousand applications out there which notify you of a new email on your GMail account... but may be like me you too avoided all of them for fear of them getting redundant with time. Google thought so ...",train
85303,agnews_train_085303,0,1,0,Low Turnout Sinks Macedonian Bid to Kill Rights Bill,"A referendum bid to block a law that gives Macedonia #39;s Albanian minority more rights failed on Sunday, upholding a Western-brokered peace plan which ended ethnic fighting in 2001.","Low Turnout Sinks Macedonian Bid to Kill Rights Bill A referendum bid to block a law that gives Macedonia #39;s Albanian minority more rights failed on Sunday, upholding a Western-brokered peace plan which ended ethnic fighting in 2001.",train
82077,agnews_train_082077,1,2,1,"No style points, only a win for Illini","NORTH LITTLE ROCK, Ark. -- Illinois has played much better and has looked much better. But in grinding out a 72-60 victory over Arkansas before 13,140 rabid Razorbacks fans, the fifth-ranked Illini took another important step Saturday.","No style points, only a win for Illini NORTH LITTLE ROCK, Ark. -- Illinois has played much better and has looked much better. But in grinding out a 72-60 victory over Arkansas before 13,140 rabid Razorbacks fans, the fifth-ranked Illini took another important step Saturday.",train
86600,agnews_train_086600,3,4,3,Researchers Show Supercomputer Projects (AP),"AP - They help predict the path of weather halfway around the world or in space, shed light on the death of dinosaurs and train pilots to fly in Alaska. They're supercomputers, capable of high-speed calculations that would take people trillions of years to do.","Researchers Show Supercomputer Projects (AP) AP - They help predict the path of weather halfway around the world or in space, shed light on the death of dinosaurs and train pilots to fly in Alaska. They're supercomputers, capable of high-speed calculations that would take people trillions of years to do.",train
14926,agnews_train_014926,3,4,3,Human Drug OK'd for Dog Skin Infection (AP),AP - The Food and Drug Administration approved using an antibiotic originally designed for humans to help treat skin infections suffered by dogs.,Human Drug OK'd for Dog Skin Infection (AP) AP - The Food and Drug Administration approved using an antibiotic originally designed for humans to help treat skin infections suffered by dogs.,train
64441,agnews_train_064441,2,3,2,IBM profits hit by \$320m pensions settlement,"Technology industry bellwether IBM has reported a healthy rise in net income in the third quarter, but its overall results were hampered by a \$320m legal settlement related to its employee pension plan.","IBM profits hit by \$320m pensions settlement Technology industry bellwether IBM has reported a healthy rise in net income in the third quarter, but its overall results were hampered by a \$320m legal settlement related to its employee pension plan.",train
